Pedido_ID,Data,Produto,Categoria,Subcategoria,Regiao,Cidade,Cliente,Quantidade,Preco,Custo,Modo_Envio
P00883,2023-01-26,Papel A4,Escritório,Papel A4,Sudeste,Rio de Janeiro,Cliente_121,13,2602.14,1471.99,Padrão
P00884,2024-09-09,Mesa,Móveis,Mesa,Nordeste,Recife,Cliente_224,10,1512.52,917.64,Econômico
P00885,2023-07-06,Mesa,Móveis,Mesa,Centro-Oeste,Goiânia,Cliente_288,13,2049.8,1579.22,Padrão
P00886,2023-07-01,Mesa,Móveis,Mesa,Sudeste,Rio de Janeiro,Cliente_86,9,2312.98,1958.49,Expresso
P00887,2024-05-10,Cadeira,Móveis,Cadeira,Centro-Oeste,Brasília,Cliente_100,11,3498.12,2765.9,Padrão
P00888,2024-09-17,Agenda,Escritório,Agenda,Centro-Oeste,Brasília,Cliente_107,11,1328.38,1032.01,Padrão
P00889,2023-02-28,Fone,Acessórios,Fone,Centro-Oeste,Brasília,Cliente_90,4,1448.54,1202.22,Expresso
P00890,2024-07-15,Caneta,Escritório,Caneta,Nordeste,Salvador,Cliente_118,11,2745.4,1648.43,Padrão
P00891,2023-03-19,Papel A4,Escritório,Papel A4,Nordeste,Fortaleza,Cliente_75,12,1899.96,1073.66,Expresso
P00892,2024-01-07,Notebook,Tecnologia,Notebook,Sul,Curitiba,Cliente_151,3,2336.46,1630.95,Econômico
P00893,2023-04-11,Monitor,Tecnologia,Monitor,Centro-Oeste,Goiânia,Cliente_149,8,1437.78,1216.32,Padrão
P00894,2023-08-14,Cadeira,Móveis,Cadeira,Centro-Oeste,Brasília,Cliente_6,1,209.69,167.95,Padrão
P00895,2024-02-11,Armário,Móveis,Armário,Centro-Oeste,Goiânia,Cliente_135,12,707.96,457.09,Padrão
P00896,2023-12-10,Fone,Acessórios,Fone,Centro-Oeste,Goiânia,Cliente_262,1,74.62,49.1,Expresso
P00897,2024-12-15,Cadeira,Móveis,Cadeira,Centro-Oeste,Goiânia,Cliente_214,6,2743.95,2280.9,Padrão
P00898,2024-01-15,Mochila,Acessórios,Mochila,Sul,Porto Alegre,Cliente_199,12,748.39,427.89,Expresso
P00899,2024-01-14,Mouse,Tecnologia,Mouse,Nordeste,Recife,Cliente_210,10,334.66,279.22,Padrão
P00900,2023-09-18,Mesa,Móveis,Mesa,Sul,Curitiba,Cliente_286,5,1415.38,927.37,Expresso
P00901,2023-04-02,Agenda,Escritório,Agenda,Sul,Curitiba,Cliente_190,5,2798.62,2133.02,Expresso
P00902,2023-12-30,Suporte,Acessórios,Suporte,Sul,Curitiba,Cliente_112,2,3346.54,1911.28,Econômico
P00903,2023-09-07,Caneta,Escritório,Caneta,Centro-Oeste,Brasília,Cliente_83,3,1764.05,1173.32,Expresso
P00904,2024-02-07,Suporte,Acessórios,Suporte,Nordeste,Fortaleza,Cliente_58,7,3220.88,1863.13,Econômico
P00905,2024-09-11,Suporte,Acessórios,Suporte,Sul,Curitiba,Cliente_281,13,2795.02,2141.08,Expresso
P00906,2023-05-27,Agenda,Escritório,Agenda,Nordeste,Fortaleza,Cliente_255,8,422.31,281.51,Econômico
P00907,2023-04-15,Agenda,Escritório,Agenda,Sul,Curitiba,Cliente_258,10,1666.01,1176.04,Padrão
P00908,2023-12-15,Armário,Móveis,Armário,Nordeste,Salvador,Cliente_225,11,1238.02,1025.72,Padrão
P00909,2023-08-24,Armário,Móveis,Armário,Centro-Oeste,Brasília,Cliente_127,6,1288.69,1034.95,Econômico
P00910,2024-12-09,Agenda,Escritório,Agenda,Sudeste,Belo Horizonte,Cliente_273,4,742.14,534.82,Padrão
P00911,2023-07-18,Mochila,Acessórios,Mochila,Sul,Porto Alegre,Cliente_84,9,516.89,344.68,Padrão
P00912,2023-10-05,Teclado,Tecnologia,Teclado,Centro-Oeste,Goiânia,Cliente_139,7,2463.51,1629.65,Expresso
P00913,2023-12-14,Agenda,Escritório,Agenda,Sudeste,Rio de Janeiro,Cliente_296,6,1988.3,1394.14,Padrão
P00914,2024-01-09,Suporte,Acessórios,Suporte,Centro-Oeste,Brasília,Cliente_221,1,3112.47,2163.65,Econômico
P00915,2023-04-25,Monitor,Tecnologia,Monitor,Sudeste,São Paulo,Cliente_121,13,2028.61,1509.93,Econômico
P00916,2023-08-21,Monitor,Tecnologia,Monitor,Sudeste,Belo Horizonte,Cliente_195,14,1559.33,1170.43,Expresso
P00917,2023-06-13,Fone,Acessórios,Fone,Sudeste,São Paulo,Cliente_39,1,3426.64,2281.84,Econômico
P00918,2023-06-29,Mesa,Móveis,Mesa,Nordeste,Salvador,Cliente_235,8,2673.31,2192.36,Expresso
P00919,2023-07-11,Suporte,Acessórios,Suporte,Sul,Curitiba,Cliente_103,11,2448.57,1543.76,Expresso
P00920,2024-04-01,Suporte,Acessórios,Suporte,Nordeste,Fortaleza,Cliente_233,10,1574.81,1077.56,Padrão
P00921,2023-05-10,Notebook,Tecnologia,Notebook,Nordeste,Fortaleza,Cliente_141,4,2972.72,2443.0,Expresso
P00922,2024-06-28,Mouse,Tecnologia,Mouse,Centro-Oeste,Goiânia,Cliente_276,11,2219.79,1556.19,Padrão
P00923,2024-10-26,Mochila,Acessórios,Mochila,Sudeste,Belo Horizonte,Cliente_85,8,2130.22,1604.57,Econômico
P00924,2023-10-26,Papel A4,Escritório,Papel A4,Centro-Oeste,Goiânia,Cliente_99,11,389.74,234.66,Expresso
P00925,2023-04-29,Agenda,Escritório,Agenda,Sul,Porto Alegre,Cliente_86,3,3471.57,2186.51,Padrão
P00926,2023-08-26,Mochila,Acessórios,Mochila,Centro-Oeste,Brasília,Cliente_155,1,2433.03,2061.25,Expresso
P00927,2024-06-11,Fone,Acessórios,Fone,Sudeste,São Paulo,Cliente_145,11,2791.07,2023.31,Expresso
P00928,2024-03-19,Fone,Acessórios,Fone,Sul,Curitiba,Cliente_79,13,3293.6,1858.69,Econômico
P00929,2024-06-01,Caneta,Escritório,Caneta,Centro-Oeste,Goiânia,Cliente_122,9,2578.67,2035.09,Expresso
P00930,2023-07-29,Suporte,Acessórios,Suporte,Sul,Porto Alegre,Cliente_144,8,1537.53,918.01,Econômico
P00931,2024-09-24,Fone,Acessórios,Fone,Sul,Porto Alegre,Cliente_92,6,2576.97,1612.26,Padrão
P00932,2023-02-15,Papel A4,Escritório,Papel A4,Nordeste,Salvador,Cliente_278,10,458.96,325.34,Expresso
P00933,2023-04-14,Suporte,Acessórios,Suporte,Sul,Curitiba,Cliente_161,5,1896.39,1594.19,Expresso
P00934,2023-11-14,Caneta,Escritório,Caneta,Centro-Oeste,Goiânia,Cliente_23,2,3489.04,2369.41,Padrão
P00935,2024-02-22,Suporte,Acessórios,Suporte,Sul,Curitiba,Cliente_113,13,1431.89,805.18,Padrão
P00936,2023-08-07,Teclado,Tecnologia,Teclado,Sul,Curitiba,Cliente_177,4,2464.09,1985.05,Expresso
P00937,2023-10-17,Caneta,Escritório,Caneta,Nordeste,Recife,Cliente_145,6,3391.93,2592.07,Padrão
P00938,2023-03-24,Mochila,Acessórios,Mochila,Centro-Oeste,Brasília,Cliente_262,3,1699.08,1251.83,Padrão
P00939,2023-05-09,Suporte,Acessórios,Suporte,Nordeste,Salvador,Cliente_49,1,2121.2,1356.88,Econômico
P00940,2024-08-27,Monitor,Tecnologia,Monitor,Centro-Oeste,Brasília,Cliente_94,9,525.38,371.6,Expresso
P00941,2024-03-27,Teclado,Tecnologia,Teclado,Sul,Porto Alegre,Cliente_228,11,145.16,108.51,Econômico
P00942,2024-01-31,Teclado,Tecnologia,Teclado,Nordeste,Recife,Cliente_290,5,202.12,158.63,Expresso
P00943,2023-11-09,Agenda,Escritório,Agenda,Sudeste,Rio de Janeiro,Cliente_75,13,2620.38,1605.84,Padrão
P00944,2024-08-15,Agenda,Escritório,Agenda,Sudeste,Rio de Janeiro,Cliente_124,13,670.44,382.15,Expresso
P00945,2024-07-26,Caneta,Escritório,Caneta,Centro-Oeste,Brasília,Cliente_26,5,1950.08,1600.02,Expresso
P00946,2023-11-20,Teclado,Tecnologia,Teclado,Nordeste,Recife,Cliente_186,11,3111.19,2140.44,Padrão
P00947,2023-05-07,Notebook,Tecnologia,Notebook,Sudeste,São Paulo,Cliente_193,12,1826.2,1540.91,Expresso
P00948,2023-12-06,Mesa,Móveis,Mesa,Sul,Porto Alegre,Cliente_52,11,1182.68,835.62,Expresso
P00949,2024-10-18,Cadeira,Móveis,Cadeira,Sul,Curitiba,Cliente_86,11,1947.82,1072.23,Econômico
P00950,2024-10-22,Mouse,Tecnologia,Mouse,Nordeste,Recife,Cliente_205,5,680.97,541.79,Padrão
P00951,2023-02-25,Teclado,Tecnologia,Teclado,Sudeste,Rio de Janeiro,Cliente_228,7,1933.18,1325.59,Econômico
P00952,2023-12-10,Mouse,Tecnologia,Mouse,Centro-Oeste,Goiânia,Cliente_275,8,961.98,636.01,Econômico
P00953,2023-04-01,Armário,Móveis,Armário,Sul,Porto Alegre,Cliente_141,10,2348.66,1580.86,Econômico
P00954,2024-09-18,Mouse,Tecnologia,Mouse,Sudeste,Belo Horizonte,Cliente_94,9,1599.78,1024.65,Expresso
P00955,2023-06-26,Suporte,Acessórios,Suporte,Sul,Porto Alegre,Cliente_57,12,2696.49,2212.67,Expresso
P00956,2024-03-29,Suporte,Acessórios,Suporte,Sudeste,São Paulo,Cliente_216,2,426.28,250.96,Expresso
P00957,2024-01-25,Agenda,Escritório,Agenda,Nordeste,Recife,Cliente_22,9,882.39,494.93,Econômico
P00958,2023-09-10,Mochila,Acessórios,Mochila,Sudeste,Belo Horizonte,Cliente_246,10,719.05,461.42,Expresso
P00959,2023-09-25,Cadeira,Móveis,Cadeira,Centro-Oeste,Goiânia,Cliente_170,4,1014.73,579.75,Padrão
P00960,2023-07-03,Agenda,Escritório,Agenda,Nordeste,Fortaleza,Cliente_152,1,3255.68,2716.4,Econômico
P00961,2023-09-28,Suporte,Acessórios,Suporte,Nordeste,Salvador,Cliente_259,9,1436.63,1082.22,Expresso
P00962,2023-05-18,Caneta,Escritório,Caneta,Nordeste,Fortaleza,Cliente_57,11,1448.88,1187.47,Padrão
P00963,2023-03-25,Armário,Móveis,Armário,Nordeste,Recife,Cliente_43,2,1135.76,685.43,Padrão
P00964,2024-04-11,Caneta,Escritório,Caneta,Sul,Porto Alegre,Cliente_213,5,1050.7,758.27,Econômico
P00965,2023-10-13,Papel A4,Escritório,Papel A4,Centro-Oeste,Goiânia,Cliente_280,12,2610.66,1554.89,Padrão
P00966,2024-10-25,Mochila,Acessórios,Mochila,Nordeste,Fortaleza,Cliente_26,7,3008.43,2226.65,Padrão
P00967,2024-06-24,Fone,Acessórios,Fone,Sul,Curitiba,Cliente_165,1,2638.16,1464.95,Econômico
P00968,2023-05-18,Mesa,Móveis,Mesa,Nordeste,Recife,Cliente_187,12,2392.4,1464.96,Padrão
P00969,2023-02-25,Armário,Móveis,Armário,Sul,Porto Alegre,Cliente_253,10,2598.27,1944.96,Padrão
P00970,2024-01-28,Mesa,Móveis,Mesa,Sudeste,Rio de Janeiro,Cliente_22,8,2613.98,1734.87,Padrão
P00971,2023-06-17,Cadeira,Móveis,Cadeira,Sudeste,São Paulo,Cliente_45,4,1916.89,1434.68,Econômico
P00972,2024-10-07,Monitor,Tecnologia,Monitor,Sul,Porto Alegre,Cliente_211,12,473.97,262.47,Padrão
P00973,2023-06-14,Agenda,Escritório,Agenda,Centro-Oeste,Brasília,Cliente_125,1,3106.21,2536.7,Econômico
P00974,2023-08-27,Fone,Acessórios,Fone,Sul,Porto Alegre,Cliente_20,8,332.16,278.5,Padrão
P00975,2024-08-23,Papel A4,Escritório,Papel A4,Sul,Porto Alegre,Cliente_253,8,580.23,417.15,Expresso
P00976,2024-09-28,Fone,Acessórios,Fone,Centro-Oeste,Brasília,Cliente_42,10,414.09,298.58,Econômico
P00977,2023-11-16,Monitor,Tecnologia,Monitor,Nordeste,Fortaleza,Cliente_41,3,1439.47,915.82,Expresso
P00978,2023-07-10,Agenda,Escritório,Agenda,Centro-Oeste,Brasília,Cliente_9,11,2932.28,2116.21,Econômico
P00979,2023-12-15,Notebook,Tecnologia,Notebook,Nordeste,Recife,Cliente_14,5,1012.45,797.66,Econômico
P00980,2024-04-14,Caneta,Escritório,Caneta,Centro-Oeste,Goiânia,Cliente_204,5,3047.69,2257.82,Expresso
P00981,2024-11-09,Fone,Acessórios,Fone,Sul,Curitiba,Cliente_257,13,1108.24,805.07,Expresso
P00982,2024-01-15,Notebook,Tecnologia,Notebook,Nordeste,Salvador,Cliente_110,4,3064.12,2548.17,Econômico
P00983,2023-05-13,Armário,Móveis,Armário,Sudeste,Rio de Janeiro,Cliente_80,6,454.85,264.71,Expresso
P00984,2024-10-12,Monitor,Tecnologia,Monitor,Nordeste,Fortaleza,Cliente_284,13,361.19,255.74,Padrão
P00985,2024-12-17,Suporte,Acessórios,Suporte,Sudeste,Belo Horizonte,Cliente_197,1,2593.37,1758.04,Padrão
P00986,2023-05-12,Armário,Móveis,Armário,Sudeste,Belo Horizonte,Cliente_54,4,2830.23,1988.53,Padrão
P00987,2024-08-08,Teclado,Tecnologia,Teclado,Sudeste,Rio de Janeiro,Cliente_278,7,2804.53,2326.75,Padrão
P00988,2024-08-06,Mesa,Móveis,Mesa,Sul,Porto Alegre,Cliente_15,10,453.03,379.94,Econômico
P00989,2023-05-19,Fone,Acessórios,Fone,Sul,Curitiba,Cliente_117,2,1378.2,801.88,Expresso
P00990,2023-07-20,Mochila,Acessórios,Mochila,Sul,Curitiba,Cliente_115,2,441.62,254.21,Expresso
P00991,2024-09-14,Armário,Móveis,Armário,Centro-Oeste,Brasília,Cliente_145,13,1416.36,1142.33,Expresso
P00992,2023-04-14,Teclado,Tecnologia,Teclado,Sudeste,Rio de Janeiro,Cliente_75,13,2205.3,1394.98,Expresso
P00993,2023-02-16,Mesa,Móveis,Mesa,Sudeste,Belo Horizonte,Cliente_13,10,834.05,508.93,Econômico
P00994,2023-03-26,Mesa,Móveis,Mesa,Centro-Oeste,Brasília,Cliente_182,12,938.63,636.63,Padrão
P00995,2023-06-05,Suporte,Acessórios,Suporte,Sudeste,Rio de Janeiro,Cliente_105,6,685.05,534.77,Econômico
P00996,2024-07-03,Mouse,Tecnologia,Mouse,Nordeste,Fortaleza,Cliente_45,14,3302.32,2739.34,Econômico
P00997,2023-01-20,Suporte,Acessórios,Suporte,Sul,Curitiba,Cliente_239,13,1797.18,1245.65,Padrão
P00998,2023-07-29,Cadeira,Móveis,Cadeira,Sul,Curitiba,Cliente_281,10,421.6,333.26,Expresso
P00999,2024-04-09,Teclado,Tecnologia,Teclado,Centro-Oeste,Goiânia,Cliente_228,8,2258.93,1420.31,Econômico
P01000,2023-05-19,Armário,Móveis,Armário,Sudeste,Rio de Janeiro,Cliente_276,14,1467.93,1237.98,Expresso
